,paragraph,report,question,relevant_text,relevance,relevant_text_sim,sim_text_relevance,question__,simple_IR__,IR__,IR_three__,IR_all__,Refined Definition__,Raw Information Retrieval Background__
490,"121 Hazardous waste (tonnes)* 2015 2021 2022 2023Total hazardous waste   BV 8,069 10,031 9,719 9,661Hazardous waste recycled   BV 295 712 795 932Hazardous waste to landfill   BV 27 47 26 15Green Labs Programme 2021 2022 2023Number of valid My Green Lab certifications 56 84 108Employees engaged in My Green Lab Programme 943 2,333 4,248Supply chain – Environmental footprint for critical direct suppliers 2021 2022 2023API category – total waste (thousand tonnes)† 36 40.1 140Formulation & Packaging (F&P) category – total waste (thousand tonnes) 4 3.7 2.1API category – water use (million m3) 1.2 0.9 1.5F&P category – water use (million m3) 0.3 0.2 0.2Investing in nature 2021 2022 2023AZ Forest: Trees planted   BV      SDG 15.2 3,111,137 7,067,529 9,179,",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.1897233201581027,3.0,0,0,0,0,0,0,0
491,"2Investing in nature 2021 2022 2023AZ Forest: Trees planted   BV      SDG 15.2 3,111,137 7,067,529 9,179,387Additional metricsCompliance summary 2021 2022 2023Prosecutions 0 0 0Enforcement actions§ 1 1 0Regulatory warnings/alerts§ 1 3 4Other environmental compliance matters§ 1 2 1Awaiting regulator outcome or AstraZeneca investigation ongoing 2 1 0Significant environmental violations 0 0 0Financial penalties relating to above (USD)   BV 0 0 0*Data has been restated due to a site divestment.† Increase in total supplier waste is due to expansion of programme scope leading to more suppliers being surveyed compared to previous years.§Data has been restated to incorporate Alexion, which was acquired in 2021.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...] ",0.0,0.124223602484472,2.0,0,0,0,0,0,0,0
492,Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexData annex37Ethics and transparencyFocus area: Ethical business cultureTarget Year Progress StatusMaintain 100% of active employees trained  on the Code of Ethics.2025100% of active employees trained on the  Code of Ethics in 2023.On planEnsure AstraZeneca has a ‘speak up’ culture. 202583% of employee survey respondents feel  we have a ‘speak up’ culture.On planImprove the AstraZeneca global biennial human  rights survey results and use Fair Wage Network  data to more robustly assess our performance  against local living wage data.2025The biennial human rights survey has been completed in 2022 and action plans are in progress. The analysis of Fair Wage Network  data has enabled us to ensure we continue  to pay a fair living wage globally.On planOur Sustainable Procurement programme aims for 100% ethical spend by embedding sustainability    into end-to-end processes. 2025All suppliers are required to work in accordance with our Code of Ethics and Expectations of Third Parties.,AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...] ",0.0,0.3140495867768595,2.0,0,0,0,0,0,0,0
493,2025All suppliers are required to work in accordance with our Code of Ethics and Expectations of Third Parties. 66% of our spend with suppliers is now with companies who have been assessed by EcoVadis to have an acceptable ESG rating (45 or more).On planBusiness ethics 2021 2022 2023Active employees trained on Code of Ethics   BV 100% 100% 100%Percentage of employees who feel we have a 'speak up' culture   BV 83% 83% 83%Concerns reported through the company helpline in commercial regions (per thousand employees)   BV 6.3 7.5 7.4Instances of non-compliance with the Code of Ethics in commercial regions (per thousand employees) 50.9 55.6 74Corrective actions taken in commercial regions (per thousand employees) 83.9 115.5 114.4Employees terminated or asked to leave due to non-compliance in commercial regions  (per thousand employees)   BV2.2 3.2 4.8Clinical trials transparency (all cumulative) 2021 2022 2023Studies shared with external research teams   BV 165 228 270Requests we responded to from external researchers using our clinical trials portal   BV 255 313 364Publicly available trial summaries   BV 245 312 401Clinical document packages published by EMA and Health Canada   BV 13 14 23Political donations 2021 2022 2023Contributions to U.S.,AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...] ",0.0,0.3140495867768595,2.0,0,0,0,0,0,0,0
494,"national political organisations, state-level political party committees  and to campaign committees (USD, million)   BV1.14 1.86 1.69BVData has been externally assured. See also  letter of assurance and reporting criteria.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...] ",0.0,0.2934782608695652,2.0,0,0,0,0,0,0,0
495,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexData annex38Human rights 2021 2022 2023Countries that completed the Human Rights survey     SDG 8.8 — 74 —Countries that have a relationship with trade unions     SDG 8.8 — 45% —Number of employees who receive Modern Slavery awareness training annually* 79,138 80,536 3,272Data privacy 2021 2022 2023Privacy impact assessments 2,054 2,161 2,344Data subject rights 185 240 272Privacy regulatory impact assessments 3 0 1Dedicated on-line privacy training† 55,363 65,521 18,446Transfer impact assessments (TIAs) — 2,728 3,800Responsible supply chain 2021 2022 2023Total supplier assessments   BV 13,633 9,481 10,754High-risk supplier audits   BV 37 42 47Percentage of suppliers by spend assessed by EcoVadis   BV — 60% 70%Percentage of suppliers by spend assessed by EcoVadis that achieve >45   BV — 53% 66%Critical manufacturing suppliers that disclose their energy,",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.0172117039586919,3.0,0,0,0,0,0,0,0
496,"waste and water footprint (%) 75% 94% 82%Supplier environmental sustainability assessments completed 70 67 65Animal use standards 2021 2022 2023In-house research (number of animals) 93,511 100,803 122,768External contract research (number of animals)§ 58,826 53,377 59,690Total number of animals§  BV 152,337 154,180 182,458Council for Science and Animal Welfare (C-SAW) Global 3Rs Awards (number of awards) 3 3 4Signatory to the Concordat on Openness on Animal Research in the UK Yes Yes YesHuman biological samples 2021 2022 2023Human foetal tissue (hFT) supplier assessments 0 1 1hFT suppliers approved to date 60% 64% 67%hFT projects approved and progressed to date 36% 46% 53%Active projects using hFT   BV 2 3 3hESC projects approved 100% 100% 100%Active projects using human embryonic stem cells (hESC) 13 17 13*From 2023, Modern slavery training was not included in the mandatory Code of Ethics training and instead more intensive targeted training was rolled out.†Dedicated privacy training is rolled out on a biennial basis, with a new course launched in 2022.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.1914191419141914,3.0,0,0,0,0,0,0,0
497,"Modern slavery training was not included in the mandatory Code of Ethics training and instead more intensive targeted training was rolled out.†Dedicated privacy training is rolled out on a biennial basis, with a new course launched in 2022.§2022 data has been restated due to system error causing figures to be overstated.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.0310077519379844,3.0,0,0,0,0,0,0,0
498,Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexData annex39Focus area: Inclusion and diversityTarget Year Progress StatusReach gender equality in management positions.,AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.2958904109589041,3.0,0,0,0,0,0,0,0
499,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexData annex39Focus area: Inclusion and diversityTarget Year Progress StatusReach gender equality in management positions. 202550.1% of senior middle management roles  are occupied by women.On planLaunch supplier diversity programmes in 10 new countries (outside of the US).2025Programmes launched in a total of 10 countries outside of US, with three countries being launched in 2023: Switzerland, Canada, Ireland.Target metInclusion and diversity 2021 2022 2023Women representation of AstraZeneca employees   BV 51.8% 52.9% 53.9%Women in management – All management levels     SDG 5.5 44.3% 45.5% 46.8%Women in management – Senior middle management   BV    SDG 5.5 48.1% 49.5% 50.1%Women in management – Executive management     SDG 5.5 39.5% 41.7% 41.7%Women representation on Senior Executive Team (SET)   BV    SDG 5.5 41.7% 41.7% 41.7%Women representation on Board of Directors   BV     SDG 5.5 38.5% 38.5% 46.2%Share of women in STEM-related positions 38.4% 39.8% 40.6%Share of women in management positions in revenue-generating functions 45% 46.3% 47.7%Share of women in junior management positions, i.e.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.3195876288659793,3.0,0,0,0,0,0,0,0
500,first level of management 43.4% 44.5% 45.3%Leadership within country of origin: emerging markets and Japan in roles that report to SET  (emerging markets and Japan)18.4% 17.7% 26.1%Ethnic minority representation for US employees   BV 32.1% 35.7% 36.8%Percentage of employees age <30   BV — 17.1% 16.7%Percentage of employees age 30–50   BV — 62.1% 62.1%Percentage of employees age >50   BV — 20.8% 21.0%Countries with supplier diversity programmes 7 8 11Focus area: Workforce safety and healthTarget Year Progress Status75% reduction in total injury rate from 2015 baseline. 2025 59.6% reduction in total injury rate. On plan55% reduction in collisions per million kilometres driven from 2015 baseline.2025 52.5% reduction in collisions.,AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.2913907284768212,3.0,0,0,0,0,0,0,0
501,"2025 59.6% reduction in total injury rate. On plan55% reduction in collisions per million kilometres driven from 2015 baseline.2025 52.5% reduction in collisions. On planWorkforce safety and health 2021 2022 2023Total reportable injury rate (per million hours worked) (employees)*   BV 0.57 0.69 0.72Collisions (per million kilometres driven)†  BV     SDG 3.6 2.36 2.10 1.96Occupational illness rate (per million hours worked) (employees)*†  BV 0.53 0.34 0.20Lost time injury rate (per million hours worked) (employees)*   BV 0.35 0.29 0.37Lost time injury rate (per million hours worked) (construction contractors)   BV 3.12 1.24 3.41Fatalities (employees)   BV       SDG 8.8 2 0 0Fatalities (contractors)   BV       SDG 8.8 0 0 0*Data has been restated to incorporate Alexion, which was acquired in 2021.† Data has been restated due to retrospective updates by sites.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.2044728434504792,3.0,0,0,0,0,0,0,0
502,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexData annex40Employee satisfaction 2021 2022 2023Employee perception of the opportunities for personal development and growth 82% 83% 83%Employees that have at least one quality development discussion with their line manager 89% 89% 89%Employee belief in our strategy 87% 89% 89%Employee perception of AstraZeneca as a ""Great Place to Work"" survey score   BV 85% 86% 86%Sustainability engagement survey score 84% 87% 87%Employee recruitment and retention 2021 2022 2023Employees that have a development plan 79% 77.2% 73.4%Total amount spent on upskilling employees (USD, million)   BV — — 33.7Total learning hours   BV — — 2,040,956Average learning hours   BV — — 17.7Overall promotion rate 8.2% 8.3% 7.7%Voluntary employee turnover – recent hires   BV 20.6% 13.1% 9.8%Voluntary employee turnover – total   BV 13.9% 10.7% 7.5%Employee turnover rate   BV — 18.9% 12.6%Organisational structure – percentage of employees within six management steps  of the Chief Executive Officer (CEO)64% 55.",AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"• We recognise the importance of our supply chain and suppliers, whom we engage with, educate, support and incentivise to act [...] ",0.0,0.0445269016697588,2.0,0,0,0,0,0,0,0
503,7% 7.5%Employee turnover rate   BV — 18.9% 12.6%Organisational structure – percentage of employees within six management steps  of the Chief Executive Officer (CEO)64% 55.8% 56.6%Product safety 2021 2022 2023FDA Class I Recall 0 0 0FDA Class II Recall 0 0 0FDA Class III Recall 0 0 0Total FDA recalls   BV 0 0 0Total FDA observations   BV 9 15 8Total FDA inspections   BV 3 4 7Total inspections from all health authorities   BV 34 50 71Unique health authorities completing inspections 22 24 31Quality manufacturing 2021 2022 2023Internal quality audits of AstraZeneca suppliers 379 501 561Internal quality audits of AstraZeneca sites 46 61 76,AstraZeneca Sustainability Report 2023.pdf,Does the company encourage downstream partners to carry out climate-related risk assessments?,"We are working to build transparent supply chains by asking our partners to assess and disclose their GHG emissions to the CDP Supply Chain Programme, with 708 suppliers (59% of in-scope spend).",0.0,0.2193877551020408,3.0,0,0,0,0,0,0,0
504,Sustainability Report2023,AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",0.0,0.208,1.0,1,0,0,0,0,0,0
505,"Access to  healthcareEnvironmental protectionEthics and  transparency2Sustainability  overviewData  annexSustainability overviewThis is our ninth annual Sustainability Report, outlining our approach  and progress from 1 January to 31 December 2023,  unless otherwise stated.Our Sustainabiltiy Report is prepared on  a consolidated basis –  all of our business  operations worldwide are in scope regardless  of their function, unless otherwise stated. In 2023, the Sustainability Report remains aligned with the materiality assessment we conducted in 2021. In 2024, there will be changes to our sustainability reporting in accordance with new requirements including the EU Corporate Sustainability Reporting Directive and a new materiality assessment.AstraZeneca has reported the information cited in this GRI content index for the period from 1 January 2023 to 31 December 2023, with reference to the GRI Standards.Annual Report 2023www.astrazeneca.com/annualreport2023AstraZeneca  sustainability resourceshttps://www.astrazeneca.com/sustainability/resources.htmlAssuranceBureau Veritas has provided limited assurance for sustainability activities reported in the sustainability data annex and in the Annual Report 2023. Details are described in the Letters of Assurance, which are publicly available.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We manage our Environmental protection material focus areas in an interconnected way. Sustainable product design, sourcing and manufacturing aim to achieve lower natural resource use, reduced chemical and water demand, and generate less waste and pollution, as well as a lower GHG emissions footprint.",0.0,0.3809523809523809,1.0,0,0,0,0,0,0,0
506,"Details are described in the Letters of Assurance, which are publicly available. Assurance is in accordance with the International Standard on Assurance Engagements (ISAE) 3000 (Revised), Assurance Engagements Other than Audits or Reviews of Historical Financial Information and with International Standard on Assurance Engagements 3410 – ‘Assurance Engagements on Greenhouse Gas Statements’ (‘ISAE 3410’), issued by the International Auditing and Assurance Standards Board. What science can doCardiovascular, renal and metabolic  (CVRM) diseasesCVRM diseases are complex and interconnected. It’s by understanding their interconnections and targeting the mechanisms that drive them that we’ll be able to detect, diagnose and treat people earlier and more effectively. Stop disease progression and, ultimately, improve and save the lives of the millions of patients living with these diseases.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We manage our Environmental protection material focus areas in an interconnected way. Sustainable product design, sourcing and manufacturing aim to achieve lower natural resource use, reduced chemical and water demand, and generate less waste and pollution, as well as a lower GHG emissions footprint.",0.0,0.4477611940298507,1.0,0,0,0,0,0,0,0
507,"Stop disease progression and, ultimately, improve and save the lives of the millions of patients living with these diseases.Sustainability overview  3Chief Executive Officer’s statement 3Performance highlights  4About us 5Governance 6What sustainability means at AstraZeneca 7Materiality assessment 7Our value chain 8Stakeholder engagement 8Access to healthcare  9Introduction and overview 10Equitable access 10Affordability and pricing 12Health system resilience 13Environmental protection 15Introduction and overview 16Ambition Zero Carbon  17Product sustainability 20Natural resources   22Data annex  29Metrics and performance data 29ContentsEthics and transparency  24Introduction and overview 25Ethical business culture 25Inclusion and diversity 27Workforce safety and health 28About this report",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,Bold climate action and investments in nature and biodiversity are vital to improve health outcomes. The environmental challenges we face are multifaceted and ecosystem issues are interconnected. Systems-level thinking is needed to deliver better health outcomes with a lower environmental footprint.,0.0,0.3577981651376147,3.0,0,0,0,0,0,0,0
508,"Access to  healthcareEnvironmental protectionEthics and  transparency3Sustainability  overviewSustainability overviewChief Executive Officer’s statement When we come together,  we can transform the  delivery of healthcare to become more resilient, equitable and net zero.Healthcare is our common foundation. It’s the bedrock of society, and when we’re healthy, communities thrive and economies prosper. Yet, with ageing populations, the rising burden of chronic disease and the growing impact of the climate crisis on health, health systems are struggling to meet people’s health needs. And around the world, inequities in healthcare are growing from low- to high-income countries, with vulnerable populations the most affected. We must recognise the strong correlation between healthy people and a healthy planet – the science is clear. The number of heat-related deaths could more than triple by 2050 without significant action, and we’re witnessing a steep rise in heart and metabolic conditions, cancers and respiratory illnesses linked to environmental factors. The COP28 Declaration on Climate and Health was a milestone moment in recognising the urgent need to tackle the global climate-health crisis in 2023.  With the healthcare sector responsible for around five per cent of global emissions, we must significantly reduce our environmental footprint. At AstraZeneca, we’re driving deep decarbonisation across our value chain through our flagship Ambition Zero Carbon strategy .",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",0.0,0.4778761061946903,1.0,0,0,0,0,0,0,0
509,"At AstraZeneca, we’re driving deep decarbonisation across our value chain through our flagship Ambition Zero Carbon strategy . We’re investing $1 billion to reduce emissions from the lab to the patient and are integrating more circular approaches into the discovery, development and delivery of medicines with the latest digital technologies and innovation. We’re also restoring nature and supporting biodiversity through our AZ Forest programme, which expanded in 2023 to a $400 million  initiative to plant and maintain 200 million trees by 2030. Learning from scientific and ecological experts and local communities is central to our approach, with 19.9 million trees planted to date.  We embed this collaboration mindset across all of our sustainability efforts, recognising that when we come together, we can transform the delivery of healthcare to become more resilient, equitable and net zero. We want people to live their healthiest lives, wherever they live.  The Sustainable Markets Initiative Health  Systems Task Force is a public-private partnership we’re proud to convene which focuses on accelerating the transition to net zero health systems. In 2023, we launched joint  environmental targets for suppliers, saw the establishment of a China Health Working Group, and recently concluded a multi-party agreement to access renewable power in China.   The Partnership for Health System  Sustainability and Resilience is a further example of our commitment.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",0.0,0.4778761061946903,1.0,0,0,0,0,0,0,0
510,"The Partnership for Health System  Sustainability and Resilience is a further example of our commitment. Together with partners, we’re delivering evidence-based recommendations which are leading to policy reforms to strengthen health systems. For example, in Italy, clinical pathways for chronic diseases are being reviewed to identify the investments needed; in Japan, a digital medical information platform is being prioritised; and in Brazil, the improvement of community-based prevention and disease management services is now a key area of focus. These are three of the 40 countries in which our Young Health  Programme is active. Here, we’re empowering young people to make healthier choices and have directly engaged over 15 million young people on non-communicable disease risk factors since 2010.  Improving health system sustainability is  also central to our flagship Healthy Heart Africa  programme. In collaboration with nine African governments and partners, we’re working to prevent and control hypertension and decrease the burden of cardiovascular disease. Over nine million people with elevated blood pressure have been identified to date, helping reduce  the pressure on health services.At AstraZeneca, we’re guided by our Values  and commitment to ethics and transparency. We champion a culture of inclusion and belonging, recognising the power of diversity in driving innovation around the globe.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,Bold climate action and investments in nature and biodiversity are vital to improve health outcomes. The environmental challenges we face are multifaceted and ecosystem issues are interconnected. Systems-level thinking is needed to deliver better health outcomes with a lower environmental footprint.,0.0,0.4017857142857143,3.0,0,0,0,0,0,0,0
511,"At AstraZeneca, we’re guided by our Values  and commitment to ethics and transparency. We champion a culture of inclusion and belonging, recognising the power of diversity in driving innovation around the globe. In our latest employee survey, 87 per cent said they understand how they can contribute to AstraZeneca’s sustainability priorities, which fills me with both pride and hope. In 2024, we remain focused on our commitment to delivering positive impact for the health of people, society and our planet. A sustainable future starts with health.  Pascal Soriot  AstraZeneca Chief Executive Officer2023 recognitionAs a global business we have a responsibility  to lead. We are committed to using our capabilities to help tackle some of society’s greatest challenges. CEO Pascal Soriot during London Climate Week 2023. Photograph: Sophia Evans.Rating of AA in the MSCI ESG Ratings assessmentForbes 2023 World’s Top Companies for WomenDJSI Top 20% of 2,500 of the world’s largest companies and Europe Index constituentData  annex",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,Bold climate action and investments in nature and biodiversity are vital to improve health outcomes. The environmental challenges we face are multifaceted and ecosystem issues are interconnected. Systems-level thinking is needed to deliver better health outcomes with a lower environmental footprint.,0.0,0.4096385542168674,3.0,0,0,0,0,0,0,0
512,"Access to  healthcareEnvironmental protectionEthics and  transparency4Sustainability overviewSustainability overview15global leaders from the public and private sectors are members of the Sustainable Markets Initiative Health Systems Task Force, chaired by AstraZeneca CEO Pascal Soriot to accelerate the transition to net-zero health systems87%of employee survey respondents say that they understand their contributions to our sustainability priorities25/27sustainability targets  in sustainability data  annex are ‘On plan’Access to healthcare               127,384healthcare workers trained  since 2010 (cumulative)66.4mpeople reached through access to healthcare programmes (cumulative)13.6mpeople reached through  patient access programmes (cumulative)SDG 3 Good health and wellbeingSDG 17 Partnerships for the goalsEnvironmental protection67.6%reduction in Scope 1 and 2 greenhouse gas (GHG)  emissions since 2015 19.5%reduction in water  use from 201513.2%reduction in waste  from 2015SDG 6 Clean water and sanitationSDG 7 Affordable and clean energySDG 12 Responsible consumption and productionSDG 13 Climate actionSDG 15 Life on landSDG 17 Partnership for the goalsEthics and transparency  50.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We recognise the many benefits of self-generated renewables to site energy costs, resilience, temporal relevance and employee engagement, and have spent $19.4 million from 2022 to 2023 on on-site solar photovoltaic (PV) installations at nine locations in seven countries.",0.0,0.0502376103190767,1.0,0,0,0,0,0,0,0
513,1%senior middle management  roles held by women10 countrieswith supplier diversity  programmes outside the US83%of employee survey respondents feel we have a ‘speak up’ cultureSDG 3 Good health and wellbeingSDG 5 Gender equalitySDG 8 Decent work and  economic growthSDG 17 Partnership for the goalsSustainability  overviewPerformance highlightsContributing to the Sustainable Development Goals (SDGs)Data  annex,AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We recognise the many benefits of self-generated renewables to site energy costs, resilience, temporal relevance and employee engagement, and have spent $19.4 million from 2022 to 2023 on on-site solar photovoltaic (PV) installations at nine locations in seven countries.",0.0,0.032258064516129,1.0,0,0,0,0,0,0,0
514,"Access to  healthcareEnvironmental protectionEthics and  transparency5Global Research & Development (R&D) centres1. Gaithersburg, MD, US2. Boston, MA, US3. Cambridge, UK (HQ)4. Gothenburg, SE5. Shanghai, CNOther R&D centres with discovery research labsSustainability overviewOur PurposeWe push the boundaries  of science to deliver  life-changing medicines.Inspired by our Values and what science can do, we are focused on accelerating the delivery of life-changing medicines that create enduring value for patients, society, the planet and our shareholders.Our ValuesWe do the right thingWe are entrepreneurialWe follow the scienceWe put patients firstWe play to winOur strategic prioritiesScience & InnovationGrowth & Therapy Area LeadershipPeople & SustainabilityOur priorities reflect how we areworking to deliver our growththrough innovation strategy andachieve our Purpose:2678135410Our global businessWe work to meet our goals through innovation and commercial excellence. We have an active presence in 85 countries and sell our products in more than 125 countries.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"We manage our Environmental protection material focus areas in an interconnected way. Sustainable product design, sourcing and manufacturing aim to achieve lower natural resource use, reduced chemical and water demand, and generate less waste and pollution, as well as a lower GHG emissions footprint.",0.0,0.46,1.0,0,0,0,0,0,0,0
515,"We have an active presence in 85 countries and sell our products in more than 125 countries.Employees by reporting regionEmerging markets  38%Europe  35%US 20%Established rest of the world  7%Sustainability  overviewOur business modelWe are a global pharmaceutical business with a science-led and patient-focused value proposition committed to excellence in the research, development, manufacturing and commercialisation of prescription medicines. We are also committed to operating sustainably, in a way that recognises the interconnection between business growth, the needs of society and the limitations of our planet. We invest resources to create financial and non‑financial value that benefit patients, society, the planet and our business.About us89,900 employees worldwide96. San Francisco, CA, US7. Santa Monica, CA, US8. New Haven, CT, US9. Macclesfield, UK10. Amsterdam, NLData  annex",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",0.0,0.4017857142857143,1.0,0,0,0,0,0,0,0
516,"Access to  healthcareEnvironmental protectionEthics and  transparency6Sustainability overviewOur Senior Executive Team (SET) takes  the lead in developing our sustainability  strategy with governance and oversight  provided by our Board of Directors and  relevant Board Committees. Whilst all Board Committees consider sustainability in their work, three Board Committees have delegated authority from the Board for oversight and decision‑making in connection with specific sustainability-related matters: the Sustainability,  Audit and Remuneration Committees.Board of DirectorsThe Directors are collectively responsible for  the success of the Group. The Board maintains and periodically reviews a list of matters that can only be approved by them. Matters that have not been expressly reserved to the Board in this way are delegated to the Chief Executive Officer (CEO) or one of the Board’s five Committees. The Board’s responsibilities include  approving our sustainability strategy and policies, overseeing risk and corporate governance and monitoring progress towards meeting our objectives and annual plans. The Board is accountable to our shareholders for the proper conduct of the business and our long-term success and seeks to represent  the interests of all our stakeholders.  The Sustainability CommitteeEstablished in 2021, the Board’s Sustainability Committee assesses progress on the implementation of our sustainability strategy, oversees communication of sustainability activities with stakeholders, provides input to the Board and other Board Committees on sustainability matters, and helps ensure we  move forward in the most impactful way.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,Bold climate action and investments in nature and biodiversity are vital to improve health outcomes. The environmental challenges we face are multifaceted and ecosystem issues are interconnected. Systems-level thinking is needed to deliver better health outcomes with a lower environmental footprint.,0.0,0.416243654822335,3.0,0,0,0,0,0,0,0
517,"During 2023, the Committee held two formal meetings and considered topics such as sustainability reporting, product sustainability, development of the Company’s health equity strategy, the ongoing double materiality assessment and the Company’s investment in sustainability. At each meeting, the Committee received sustainability updates from the Company’s Corporate Affairs, Investor Relations and other relevant functions, including progress  on Ambition Zero Carbon.The Audit CommitteeThe Board’s Audit Committee is responsible  for overseeing sustainability-related disclosures that are linked to the Financial Statements, including the Task Force on Climate-related Financial Disclosures (TCFD) Statement and  the EU Taxonomy disclosures in the Annual Report and the extended TCFD Statement, published separately and reviewed by the Board’s Sustainability Committee.The Audit Committee is kept informed about regulations that could impact our financial and sustainability reporting. In 2023, the Committee received updates regarding adopted and proposed sustainability reporting regulations  in the US, EU and UK, and potential new  audit requirements.The Remuneration CommitteeThe Remuneration Committee, working alongside the full Board, seeks to ensure that the remuneration of our Executive Directors and our wider workforce reflects the underlying performance of the business and incentivises the delivery of our strategy. When approving the Annual Bonus outcomes for the Executive Directors, the Remuneration Committee considers enterprise achievements over the performance period, including financial and scientific delivery, and the experience of shareholders and other stakeholders.",AstraZeneca Sustainability Report 2023.pdf,Does the company report how adjustments to its business operations will allow it to adapt to climate change?,"The framework applies a risk-based approach, focusing on the most material physical and transitional risks and opportunities. We will build resilience across the value chain through adaptation and business continuity planning.",0.0,0.3983402489626556,1.0,1,0,0,0,0,0,1
